# Funput English lexicon: word<TAB>rank, most frequent first. Generated; do not edit.
# Words: SCOWL/ESDB size 60, American. Ranking: Google Books Ngram v3, 2000-2019.
# Attribution: NOTICE.md. Regenerate: crates/funput-lexicon-tool/README.md.
stated	1584
square	1585
aid	1586
machine	1587
cash	1588
bodies	1589
accounts	1590
metal	1591
smaller	1592
budget	1593
regular	1594
practical	1595
increases	1596
spring	1597
spread	1598
moreover	1599
damage	1600
soft	1601
Paris	1602
comparison	1603
boys	1604
creating	1605
Israel	1606
opening	1607
papers	1608
birth	1609
affairs	1610
knows	1611
creation	1612
affected	1613
protect	1614
component	1615
approaches	1616
battle	1617
prices	1618
failed	1619
implementation	1620
represent	1621
fields	1622
possibility	1623
Chicago	1624
eat	1625
defendant	1626
resolution	1627
views	1628
named	1629
manager	1630
interaction	1631
send	1632
fight	1633
corporate	1634
establish	1635
shot	1636
save	1637
map	1638
accept	1639
wood	1640
slightly	1641
advantage	1642
layer	1643
obtain	1644
markets	1645
mission	1646
previously	1647
starting	1648
grant	1649
loved	1650
ship	1651
frequently	1652
block	1653
fit	1654
Japanese	1655
medium	1656
forth	1657
concerns	1658
transport	1659
reform	1660
lake	1661
helped	1662
tradition	1663
mine	1664
facilities	1665
store	1666
housing	1667
holy	1668
interested	1669
variables	1670
secondary	1671
documents	1672
agents	1673
Jewish	1674
native	1675
achieve	1676
concerning	1677
rural	1678
leader	1679
forced	1680
sit	1681
formal	1682
okay	1683
principal	1684
replied	1685
crisis	1686
parallel	1687
sorry	1688
reasonable	1689
powers	1690
agencies	1691
contemporary	1692
resulting	1693
proceedings	1694
unique	1695
leaves	1696
thirty	1697
resource	1698
expect	1699
typically	1700
dry	1701
supported	1702
limit	1703
classes	1704
playing	1705
facts	1706
merely	1707
touch	1708
concentration	1709
measured	1710
USA	1711
represented	1712
knowing	1713
UK	1714
nodded	1715
competition	1716
conclusion	1717
advanced	1718
drugs	1719
spiritual	1720
recognized	1721
youth	1722
appeal	1723
nuclear	1724
buy	1725
options	1726
mm	1727
feature	1728
regions	1729
calls	1730
adopted	1731
lips	1732
copyright	1733
cities	1734
kingdom	1735
combination	1736
concepts	1737
conversation	1738
authors	1739
radio	1740
adult	1741
debt	1742
feelings	1743
visual	1744
dog	1745
respectively	1746
realized	1747
extended	1748
administrative	1749
option	1750
fresh	1751
input	1752
impossible	1753
marketing	1754
controlled	1755
wave	1756
participants	1757
significantly	1758
dependent	1759
minute	1760
novel	1761
mode	1762
specifically	1763
citizens	1764
estate	1765
subjects	1766
showing	1767
users	1768
absence	1769
occurred	1770
ibid	1771
horse	1772
royal	1773
professor	1774
wants	1775
psychology	1776
windows	1777
representation	1778
becoming	1779
approximately	1780
managed	1781
participation	1782
broad	1783
typical	1784
jack	1785
publication	1786
watched	1787
slow	1788
intelligence	1789
courts	1790
removed	1791
secret	1792
discuss	1793
sections	1794
fingers	1795
findings	1796
perform	1797
provision	1798
eastern	1799
chest	1800
neck	1801
networks	1802
detail	1803
television	1804
shoulder	1805
parameters	1806
click	1807
emotional	1808
orders	1809
relief	1810
objective	1811
sight	1812
seek	1813
statements	1814
corner	1815
connected	1816
cycle	1817
apart	1818
offers	1819
pages	1820
consumer	1821
consistent	1822
sets	1823
ma	1824
select	1825
solid	1826
sequence	1827
conducted	1828
warm	1829
recognition	1830
hotel	1831
shook	1832
Britain	1833
indicate	1834
signs	1835
indicated	1836
kitchen	1837
owner	1838
broken	1839
closer	1840
fundamental	1841
clean	1842
customer	1843
device	1844
currently	1845
tool	1846
estimated	1847
thanks	1848
vehicle	1849
highest	1850
hell	1851
brief	1852
subsequent	1853
walking	1854
consequences	1855
iron	1856
nice	1857
solutions	1858
walls	1859
detailed	1860
huge	1861
en	1862
dad	1863
interview	1864
criteria	1865
bear	1866
winter	1867
channel	1868
banks	1869
ahead	1870
shift	1871
assume	1872
keeping	1873
turning	1874
experienced	1875
trouble	1876
band	1877
audience	1878
fourth	1879
sale	1880
combined	1881
focused	1882
experimental	1883
obvious	1884
pointed	1885
fax	1886
nine	1887
consideration	1888
museum	1889
mid	1890
answered	1891
transition	1892
entry	1893
employed	1894
digital	1895
Russian	1896
technique	1897
authorities	1898
st	1899
contain	1900
copy	1901
drawn	1902
determination	1903
ice	1904
wild	1905
entirely	1906
studied	1907
finished	1908
injury	1909
edition	1910
carefully	1911
waste	1912
issued	1913
communications	1914
bound	1915
guy	1916
kids	1917
seat	1918
examination	1919
density	1920
symptoms	1921
election	1922
ordered	1923
belief	1924
chain	1925
watching	1926
containing	1927
agricultural	1928
telling	1929
completed	1930
kill	1931
transportation	1932
false	1933
positions	1934
legs	1935
leads	1936
investigation	1937
derived	1938
appearance	1939
customers	1940
democratic	1941
challenges	1942
silence	1943
familiar	1944
garden	1945
origin	1946
severe	1947
structural	1948
quick	1949
firms	1950
argued	1951
represents	1952
maintenance	1953
category	1954
suppose	1955
Asia	1956
identification	1957
Australia	1958
sold	1959
cup	1960
limits	1961
exposure	1962
agree	1963
captain	1964
monitoring	1965
dream	1966
dinner	1967
primarily	1968
domain	1969
republic	1970
drink	1971
linear	1972
opposite	1973
responses	1974
express	1975
noise	1976
supposed	1977
coffee	1978
roman	1979
amendment	1980
sought	1981
sentence	1982
plus	1983
revolution	1984
consumption	1985
strange	1986
link	1987
strategic	1988
video	1989
filed	1990
situations	1991
evil	1992
contained	1993
largely	1994
nevertheless	1995
display	1996
draw	1997
usual	1998
scheme	1999
mg	2000
club	2001
soldiers	2002
frame	2003
climate	2004
mechanism	2005
dear	2006
numerous	2007
constitution	2008
assumed	2009
Greek	2010
grow	2011
psychological	2012
tissue	2013
empty	2014
storage	2015
statistics	2016
convention	2017
partner	2018
bone	2019
increasingly	2020
specified	2021
arts	2022
personnel	2023
efficiency	2024
farm	2025
wine	2026
sides	2027
screen	2028
confidence	2029
narrative	2030
percentage	2031
cm	2032
song	2033
chosen	2034
enemy	2035
cognitive	2036
achieved	2037
train	2038
corresponding	2039
mountain	2040
assembly	2041
somewhat	2042
remaining	2043
possibly	2044
UN	2045
improvement	2046
abuse	2047
similarly	2048
editor	2049
valley	2050
evolution	2051
campaign	2052
plane	2053
portion	2054
discovered	2055
ring	2056
imagine	2057
star	2058
sciences	2059
quiet	2060
Mexico	2061
closely	2062
martin	2063
soviet	2064
articles	2065
supreme	2066
drawing	2067
delivery	2068
largest	2069
purchase	2070
apparently	2071
officials	2072
functional	2073
devices	2074
explanation	2075
kinds	2076
gene	2077
poverty	2078
asking	2079
comments	2080
grand	2081
probability	2082
camp	2083
mainly	2084
passage	2085
clothes	2086
grew	2087
matrix	2088
legislation	2089
inner	2090
parent	2091
advice	2092
thin	2093
directed	2094
season	2095
worse	2096
tend	2097
recorded	2098
motor	2099
Eu	2100
adults	2101
mostly	2102
integration	2103
funding	2104
reader	2105
immediate	2106
Le	2107
categories	2108
dynamic	2109
revenue	2110
senior	2111
track	2112
extremely	2113
houses	2114
bridge	2115
traffic	2116
notion	2117
pleasure	2118
lie	2119
buildings	2120
hurt	2121
sounds	2122
reserved	2123
mixed	2124
emergency	2125
sky	2126
Spanish	2127
remove	2128
finance	2129
dc	2130
emphasis	2131
lose	2132
involves	2133
profit	2134
afraid	2135
jobs	2136
count	2137
listen	2138
unable	2139
refer	2140
coast	2141
ended	2142
steel	2143
proof	2144
greatest	2145
pieces	2146
truly	2147
contribution	2148
billion	2149
card	2150
intellectual	2151
scope	2152
gets	2153
permission	2154
debate	2155
technologies	2156
willing	2157
threat	2158
load	2159
movements	2160
Johnson	2161
samples	2162
item	2163
substantial	2164
welfare	2165
reflect	2166
universal	2167
pure	2168
improved	2169
grace	2170
laughed	2171
democracy	2172
applicable	2173
spend	2174
depth	2175
institution	2176
necessarily	2177
depends	2178
fuel	2179
drop	2180
ball	2181
carbon	2182
database	2183
equivalent	2184
researchers	2185
prove	2186
governments	2187
considerable	2188
literary	2189
recovery	2190
marked	2191
heaven	2192
zero	2193
pair	2194
ordinary	2195
promise	2196
biological	2197
sum	2198
ministry	2199
divided	2200
DNA	2201
tom	2202
employer	2203
dropped	2204
define	2205
join	2206
zone	2207
laid	2208
plate	2209
guess	2210
mechanisms	2211
liability	2212
tears	2213
aspect	2214
outcome	2215
sweet	2216
representative	2217
salt	2218
measurement	2219
hardly	2220
recognize	2221
mom	2222
theoretical	2223
intervention	2224
extra	2225
ourselves	2226
circle	2227
compensation	2228
host	2229
generated	2230
widely	2231
furthermore	2232
noticed	2233
silver	2234
Texas	2235
weak	2236
ill	2237
continuous	2238
listed	2239
wonder	2240
column	2241
obviously	2242
beside	2243
lee	2244
seeking	2245
joined	2246
divine	2247
flat	2248
agriculture	2249
Latin	2250
characters	2251
fat	2252
Russia	2253
acting	2254
indicates	2255
queen	2256
yellow	2257
thick	2258
bond	2259
spot	2260
famous	2261
significance	2262
consciousness	2263
granted	2264
requirement	2265
random	2266
engaged	2267
reporting	2268
household	2269
collected	2270
ad	2271
amended	2272
tone	2273
Joseph	2274
composition	2275
texts	2276
outcomes	2277
exists	2278
picked	2279
ideal	2280
ethnic	2281
manufacturing	2282
games	2283
yeah	2284
begins	2285
circuit	2286
Jews	2287
flight	2288
attorney	2289
contents	2290
accordance	2291
tasks	2292
decide	2293
dance	2294
committed	2295
taught	2296
owned	2297
dollars	2298
commitment	2299
payments	2300
lies	2301
equally	2302
involving	2303
collective	2304
liquid	2305
empire	2306
afternoon	2307
unlike	2308
bright	2309
capable	2310
advance	2311
cast	2312
commonly	2313
distinct	2314
approved	2315
linked	2316
clients	2317
beauty	2318
implications	2319
diagnosis	2320
languages	2321
muscle	2322
laboratory	2323
port	2324
facility	2325
driving	2326
sec	2327
excellent	2328
journey	2329
accounting	2330
calling	2331
infection	2332
organized	2333
id	2334
amounts	2335
carrying	2336
enjoy	2337
fellow	2338
depending	2339
border	2340
calculated	2341
guard	2342
telephone	2343
sub	2344
Italy	2345
enforcement	2346
trip	2347
considering	2348
consists	2349
publishing	2350
revealed	2351
struggle	2352
effectively	2353
transformation	2354
unknown	2355
driven	2356
awareness	2357
humans	2358
oral	2359
sell	2360
electric	2361
rapid	2362
besides	2363
taxes	2364
dangerous	2365
permanent	2366
stability	2367
milk	2368
boat	2369
genetic	2370
branch	2371
temple	2372
aside	2373
demonstrated	2374
stable	2375
discourse	2376
escape	2377
session	2378
gun	2379
objectives	2380
pushed	2381
pick	2382
repeated	2383
mobile	2384
efficient	2385
answers	2386
classification	2387
logic	2388
TV	2389
properly	2390
drew	2391
integrated	2392
ends	2393
respond	2394
readers	2395
concrete	2396
route	2397
preparation	2398
interactions	2399
promote	2400
mechanical	2401
frank	2402
beneath	2403
alcohol	2404
fiscal	2405
putting	2406
diversity	2407
till	2408
released	2409
refers	2410
